col_1,col_2,col_3
hippopotamus,12,0.963
hips,4,1.000
hipster,7,0.960
hire,4,1.000
hired,5,1.000
hirelings,9,0.880
hires,5,1.000
hiring,6,1.000
Hiroshima,9,0.963
his,3,1.000
Hispanic,8,0.964
hiss,4,1.000
hissed,6,1.000
hissing,7,0.963
histamine,9,1.000
histology,9,0.870
historian,9,1.000
historians,10,1.000
historian's,11,1.000
historic,8,1.000
historical,10,1.000
historically,12,1.000
historicism,11,0.815
histories,9,1.000
history,7,1.000
histrionic,10,0.810
histrionics,11,0.565
hit,3,1.000
hitch,5,1.000
Hitchcock,9,0.885
hitched,7,1.000
hitchhike,9,1.000
hitchhiker,10,0.957
hitching,8,1.000
hither,6,1.000
hitherto,8,0.667
Hitler,6,1.000
Hitler's,8,1.000
hitless,7,1.000
hits,4,1.000
hit's,5,1.000
hitter,6,0.963
hitters,7,1.000
hitting,7,1.000
hive,4,1.000
hives,5,1.000
hoagy,5,0.815
hoar,4,0.704
hoard,5,1.000
hoarse,6,0.962
hoarsely,8,1.000
hoarseness,10,0.889
hoary,5,0.667
hoax,4,1.000
hoaxes,6,0.929
hobbies,7,1.000
hobble,6,0.964
hobbled,7,1.000
hobby,5,1.000
hobbyhorse,10,1.000
hobgoblin,9,0.760
hobnob,6,0.926
hobo,4,0.964
hock,4,0.963
hockey,6,0.964
hocking,7,1.000
hodgepodge,10,1.000
hoe,3,1.000
hoes,4,1.000
hog,3,1.000
Hogan,5,1.000
Hogan's,7,1.000
hogging,7,1.000
hogs,4,1.000
hogshead,8,0.857
hogwash,7,1.000
hoist,5,0.963
hoisted,7,1.000
hold,4,1.000
holder,6,1.000
holders,7,1.000
holding,7,1.000
holdings,8,0.964
holdover,8,1.000
holdovers,9,0.964
holds,5,1.000
holdup,6,0.964
holdups,7,1.000
hole,4,1.000
holed,5,0.964
holes,5,0.964
holiday,7,1.000
holidays,8,1.000
holies,6,0.852
holiness,8,0.962
Holland,7,1.000
Hollander,9,0.923
holler,6,0.963
hollered,8,1.000
hollering,9,0.926
hollow,6,1.000
hollowness,10,0.962
hollows,7,1.000
holly,5,0.815
hollyhock,9,0.897
Hollywood,9,0.963
Hollywood's,11,1.000
Holmes,6,1.000
holocaust,9,1.000
holograph,9,1.000
Holstein,8,0.893
holster,7,0.960
holstered,9,0.923
holy,4,0.929
holystones,10,0.808
homage,6,0.778
home,4,1.000
homebound,9,1.000
homebuilders,12,1.000
homebuilding,12,0.964
homecoming,10,1.000
homecomings,11,0.962
homegrown,9,1.000
homeland,8,1.000
homeless,8,1.000
homely,6,1.000
homemade,8,0.963
homemaker,9,1.000
homemakers,10,1.000
homeowners,10,1.000
Homer,5,1.000
Homeric,7,0.750
homers,6,1.000
Homer's,7,1.000
homerun,7,0.960
homes,5,0.963
homesick,8,1.000
homesickness,12,1.000
homespun,8,1.000
homestead,9,0.963
homesteaders,12,1.000
homesteads,10,0.963
hometown,8,1.000
homeward,8,1.000
homewards,9,1.000
homework,8,1.000
homewrecker,11,1.000
homey,5,0.963
homicidal,9,1.000
homicide,8,1.000
homily,6,0.808
homing,6,1.000
hominy,6,0.704
homoeopathic,12,0.773
homoeopathy,11,0.600
homogenate,10,0.667
homogeneity,11,0.435
homogeneous,11,0.963
homogenization,14,0.667
homogenize,10,0.875
homograph,9,0.875
homonym,7,0.864
homophone,9,0.852
homosexual,10,1.000
homosexuality,13,0.929
homosexuals,11,1.000
homozygous,10,0.714
Honduras,8,0.964
hone,4,0.929
honest,6,1.000
honestly,8,0.926
honesty,7,1.000
honey,5,1.000
honeybee,8,0.964
honeybees,9,1.000
honeycomb,9,1.000
honeycombed,11,1.000
honeydew,8,1.000
honeymoon,9,1.000
honeymooned,11,1.000
honeymooners,12,1.000
honeymooning,12,1.000
honeysuckle,11,0.964
honk,4,0.962
honkytonks,10,0.963
Honolulu,8,0.958
honor,5,0.964
honorable,9,1.000
honorably,9,0.931
honorary,8,0.960
honored,7,0.964
honoree,7,0.857
honorific,9,0.800
honoring,8,1.000
honors,6,0.964
hooch,5,0.960
hood,4,1.000
hoodlum,7,1.000
hoodlums,8,1.000
hoods,5,0.926
hood's,6,0.964
hoodwink,8,1.000
hooey,5,0.679
hoof,4,0.846
hoofmarks,9,0.926
hoofs,5,0.923
hook,4,1.000
hooked,6,1.000
hooker,6,0.964
hooker's,8,0.964
hooking,7,1.000
hooks,5,1.000
hookup,6,1.000
hookups,7,1.000
hookworm,8,1.000
hooky,5,0.958
hooligan,8,1.000
hooliganism,11,0.833
hoop,4,1.000
hoopla,6,0.931
hoops,5,1.000
hooray,6,1.000
Hoosier,7,0.815
hoot,4,1.000
hooted,6,0.963
hooter,6,0.964
hooting,7,1.000
hoots,5,1.000
Hoover,6,0.893
hooves,6,0.960
hop,3,1.000
hope,4,1.000
hoped,5,0.929
hopeful,7,1.000
hopefully,9,1.000
hopefuls,8,0.963
hopeless,8,0.963
hopelessly,10,1.000
hopelessness,12,0.963
hopes,5,0.964
hope's,6,1.000
hoping,6,0.923
hopped,6,0.964
hopper,6,0.963
hopping,7,0.964
hops,4,0.963
hopscotch,9,1.000
Horace,6,0.885
Horace's,8,0.821
Horatio's,9,0.931
horde,5,1.000
hordes,6,0.963
horizon,7,0.926
horizons,8,0.962
horizontal,10,1.000
horizontally,12,0.964
hormone,7,1.000
hormones,8,1.000
horn,4,1.000
hornbill,8,1.000
horned,6,1.000
hornet,6,1.000
hornpipe,8,0.963
horns,5,1.000
horny,5,1.000
horoscope,9,1.000
horrendous,10,1.000
horrible,8,1.000
horribly,8,1.000
horrid,6,1.000
horrific,8,1.000
horrified,9,1.000
horrify,7,1.000
horrifying,10,1.000
horrifyingly,12,0.929
horror,6,1.000
horrors,7,0.958
horse,5,1.000
horseback,9,1.000
horsefly,8,1.000
horsehair,9,0.926
horselike,9,1.000
horseman,8,1.000
horsemanship,12,1.000
horsemeat,9,0.964
horseplay,9,1.000
horsepower,10,1.000
horseradish,11,0.923
horses,6,1.000
horse's,7,1.000
horseshoe,9,1.000
horsewhip,9,1.000
horsy,5,0.808
horticulturalist,16,0.870
horticulture,12,0.957
hosanna,7,0.696
hose,4,0.929
hosepipe,8,0.963
hoses,5,0.962
hosiery,7,0.893
hospice,7,0.893
hospitable,10,0.963
hospital,8,0.964
hospitality,11,1.000
hospitalization,15,0.966
hospitalize,11,0.963
hospitalized,12,1.000
hospitals,9,0.962
host,4,1.000
hostage,7,1.000
hostages,8,0.966
hostel,6,0.926
hostelries,10,0.444
hostess,7,1.000
hostesses,9,0.857
hostile,7,0.964
hostilities,11,1.000
hostility,9,0.960
hostler,7,0.600
hosts,5,0.964
host's,6,0.964
hot,3,1.000
hotbed,6,1.000
hotdogs,7,1.000
hotel,5,1.000
hotels,6,1.000
hotel's,7,1.000
hothead,7,0.963
hotheaded,9,0.966
hothouse,8,0.964
hotplate,8,1.000
hotpot,6,0.885
hotrod,6,0.852
hotter,6,1.000
hottest,7,1.000
Houdini,7,0.960
hound,5,1.000
hounds,6,1.000
hour,4,1.000
hourglass,9,1.000
hours,5,1.000
hour's,6,0.960
house,5,1.000
houseboat,9,1.000
houseboats,10,0.963
housebound,10,1.000
houseboy,8,0.966
housebreakers,13,0.964
housebreaking,13,1.000
housebroken,11,1.000
housecoat,9,0.964
housecraft,10,1.000
housed,6,1.000
housedog,8,1.000
housefather,11,0.964
housefly,8,0.893
household,9,1.000
householder,11,1.000
householders,12,0.962
households,10,1.000
housekeeper,11,1.000
housekeeping,12,1.000
houselights,11,1.000
housemaid,9,1.000
housemaster,11,1.000
housemistress,13,0.962
housemother,11,1.000
housepaint,10,1.000
houses,6,1.000
house's,7,1.000
housetops,9,1.000
housetrained,12,1.000
housewarming,12,0.964
housewife,9,1.000
housewives,10,0.962
housework,9,0.960
housing,7,1.000
Houston,7,1.000
hover,5,0.964
hovercraft,10,1.000
hovered,7,1.000
hovering,8,1.000
hovers,6,0.963
how,3,0.964
Howard,6,1.000
Howard's,8,1.000
how'd,5,0.963
howdy,5,1.000
however,7,1.000
howl,4,1.000
howled,6,1.000
howling,7,1.000
howls,5,0.923
how're,6,0.893
how's,5,0.962
howsoever,9,0.864
how've,6,0.840
hub,3,1.000
hubba,5,0.964
hubbub,6,0.643
hubby,5,1.000
hubcap,6,1.000
hubris,6,0.630
hubs,4,1.000
huckleberry,11,1.000
huddle,6,1.000
huddled,7,1.000
huddling,8,1.000
Hudson,6,1.000
Hudson's,8,0.960
hue,3,0.963
hues,4,1.000
Huey,4,0.913
huff,4,1.000
huffy,5,1.000
hug,3,1.000
huge,4,0.929
hugged,6,1.000
hugging,7,1.000
Hugh,4,0.917
huh,3,0.893
hula,4,1.000
hulk,4,1.000
hulking,7,1.000
hulks,5,1.000
hull,4,0.926
hullabaloo,10,0.783
hum,3,1.000
human,5,1.000
humane,6,0.917
humanely,8,0.920
humanism,8,0.963
humanist,8,0.962
humanistic,10,0.929
humanists,9,0.923
humanitarian,12,0.962
humanitarianism,15,0.880
humanities,10,1.000
humanity,8,1.000
humanize,8,1.000
humankind,9,1.000
humanly,7,0.952
humanness,9,0.741
humans,6,1.000
humble,6,0.964
humbled,7,1.000
humbly,6,1.000
humbug,6,1.000
humdinger,9,0.957
humdrum,7,0.846
humerus,7,0.840
humid,5,1.000
humidify,8,0.963
humidity,8,1.000
humiliate,9,0.962
humiliated,10,0.966
humiliating,11,0.963
humiliatingly,13,0.800
humiliation,11,0.958
humility,8,0.963
hummed,6,1.000
humming,7,0.929
hummingbird,11,1.000
humor,5,1.000
humorist,8,1.000
humorists,9,0.917
humorous,8,1.000
hump,4,1.000
humpback,8,1.000
humped,6,1.000
humph,5,0.880
Humphrey,8,1.000
Humpty,6,1.000
humus,5,0.731
Hun,3,1.000
hunch,5,1.000
hunchback,9,1.000
hunched,7,1.000
hunches,7,1.000
hundred,7,1.000
hundredfold,11,0.962
hundreds,8,1.000
hundredth,9,1.000
hundredweight,13,0.960
hung,4,0.962
Hungarian,9,1.000
Hungary,7,0.929
hunger,6,1.000
hungrier,8,1.000
hungry,6,1.000
hunk,4,1.000
hunker,6,1.000
hunt,4,0.929
hunted,6,0.960
hunter,6,1.000
hunters,7,1.000
hunter's,8,1.000
hunting,7,0.958
huntress,8,0.923
hunts,5,0.963
huntsman,8,1.000
hurdle,6,1.000
hurdled,7,0.889
hurdles,7,1.000
hurl,4,1.000
hurled,6,1.000
hurler,6,1.000
hurlers,7,1.000
hurling,7,1.000
hurrah,6,0.893
hurray,6,0.750
hurrays,7,0.786
hurricane,9,1.000
hurried,7,1.000
hurriedly,9,1.000
hurry,5,0.964
hurrying,8,1.000
hurt,4,1.000
hurtful,7,0.923
hurting,7,1.000
hurtle,6,0.964
hurtled,7,0.960
hurtling,8,0.963
hurts,5,1.000
husband,7,1.000
husbandry,9,1.000
husbands,8,1.000
husband's,9,1.000
hush,4,1.000
hushed,6,1.000
husk,4,1.000
huskiness,9,0.964
husky,5,1.000
hussy,5,0.962
hustle,6,1.000
hustled,7,1.000
hustler,7,1.000
hustling,8,0.964
hut,3,0.931
hutch,5,1.000
huts,4,1.000
Huxley,6,0.885
Huxley's,8,0.885
huzzahs,7,0.455
hyacinth,8,0.500
hyacinths,9,0.591
hybrid,6,1.000
hybridize,9,0.846
Hyde,4,0.962
Hydra,5,0.929
hydrangea,9,0.522
hydrant,7,1.000
hydrate,7,1.000
hydrated,8,1.000
hydraulic,9,0.920
hydraulically,13,0.875
hydraulics,10,0.920
hydride,7,0.577
hydrocarbon,11,0.929
hydrocarbons,12,0.958
hydrochloride,13,0.923
hydroelectric,13,1.000
hydrogen,8,1.000
hydrolysis,10,0.926
hydrophilic,11,0.750
hydrophobia,11,1.000
hydrophobic,11,0.957
hydroplane,10,1.000
hydrostatic,11,0.955
hydrotherapy,12,0.917
hyena,5,0.889
hygiene,7,0.964
hygienic,8,0.885
hymen,5,0.846
hymens,6,0.923
hymn,4,0.857
hymnal,6,0.792
hymns,5,0.963
hyperbola,9,0.731
hyperbole,9,0.852
hyperbolic,10,0.893
hyperbolically,14,0.708
hypercritical,13,0.833
hypersensitive,14,1.000
hypertrophy,11,0.792
hyphen,6,1.000
hyphenate,9,0.958
hyphenated,10,0.960
hyphenation,11,0.824
hypnosis,8,0.958
hypnotic,8,0.962
hypnotically,12,0.778
hypnotist,9,0.923
hypnotize,9,1.000
hypnotized,10,0.966
hypoactive,10,0.950
hypochondria,12,0.889
hypochondriac,13,1.000
hypocrisies,11,0.826
hypocrisy,9,0.920
hypocrite,9,0.926
hypocrites,10,0.929
hypocritical,12,0.893
hypodermic,10,1.000
hypotenuse,10,0.600
hypothalamic,12,0.600
hypothalamus,12,0.810
hypothermia,11,1.000
hypotheses,10,0.889
hypothesis,10,0.920
hypothesize,11,1.000
hypothesized,12,0.923
hypothesizing,13,0.870
hypothetical,12,0.926
hypothyroidism,14,0.389
hysterectomy,12,1.000
hysteria,8,0.962
hysteric,8,0.926
hysterical,10,0.962
hysterics,9,0.913
I,1,1.000
iamb,4,0.550
iambic,6,0.792
Iberia,6,0.893
ibex,4,0.571
ibis,4,0.667
ice,3,1.000
iceberg,7,1.000
iceboat,7,1.000
icebox,6,1.000
icebreaker,10,1.000
icecap,6,0.964
icecube,7,1.000
iced,4,1.000
icefall,7,1.000
icefield,8,0.929
icefloe,7,0.826
icehouse,8,1.000
Iceland,7,1.000
Icelander,9,0.964
Icelandic,9,0.963
iceman,6,0.963
icepack,7,1.000
icepick,7,1.000
icerink,7,0.962
icicle,6,0.889
icing,5,1.000
icon,4,0.962
iconoclasm,10,0.556
iconoclast,10,0.562
icy,3,1.000
Id,2,0.920
I'd,3,0.893
Idaho,5,1.000
idea,4,0.964
ideal,5,1.000
idealism,8,1.000
idealist,8,0.963
idealistic,10,1.000
idealization,12,0.931
idealize,8,0.962
idealized,9,0.893
ideally,7,1.000
idealogical,11,0.962
ideals,6,1.000
ideas,5,1.000
identical,9,1.000
identically,11,1.000
identifiable,12,0.800
identification,14,0.889
identifications,15,0.958
identified,10,0.929
identifies,10,0.929
identify,8,0.926
identifying,11,1.000
identities,10,0.923
identity,8,1.000
ideograph,9,0.680
ideological,11,0.857
ideologies,10,0.846
ideologist,10,0.778
ideology,8,0.923
idiocies,8,0.545
idiocy,6,0.800
idiom,5,0.962
idiomatic,9,0.926
idioms,6,0.852
idiosyncrasies,14,0.815
idiosyncrasy,12,0.880
idiosyncratic,13,0.864
idiot,5,1.000
idiotic,7,0.964
idiotically,11,0.870
idiot's,7,1.000
idle,4,1.000
idled,5,0.889
idleness,8,1.000
idling,6,0.926
idly,4,0.926
idol,4,1.000
idolater,8,0.750
idolatry,8,0.522
idolization,11,1.000
idolize,7,1.000
idolized,8,0.964
idols,5,0.963
idylic,6,0.538
idyll,5,0.455
idyllic,7,0.750
if,2,1.000
igloo,5,1.000
igneous,7,0.714
ignite,6,1.000
ignited,7,1.000
ignition,8,0.923
ignoble,7,0.652
ignominious,11,0.278
ignominy,8,0.333
ignoramus,9,0.923
ignorance,9,1.000
ignorant,8,1.000
ignore,6,1.000
ignored,7,1.000
ignores,7,0.963
ignoring,8,0.964
Igor,4,0.640
iguana,6,1.000
Ike,3,0.963
Ike's,5,1.000
Iliad,5,0.963
ilk,3,0.889
ill,3,1.000
I'll,4,0.962
illegal,7,0.963
illegality,10,0.429
illegibility,12,0.500
illegible,9,0.833
illegitimacy,12,0.852
illegitimate,12,0.926
illiberal,9,1.000
illiberality,12,0.476
illicit,7,0.963
Illinois,8,0.963
illiteracy,10,1.000
illiterate,10,0.923
illness,7,1.000
illnesses,9,0.963
illogical,9,1.000
illogicality,12,0.696
ills,4,1.000
illume,6,0.846
illuminate,10,1.000
illuminated,11,0.964
illuminating,12,0.963
illumination,12,1.000
illuminations,13,1.000
illusion,8,1.000
illusionary,11,0.962
illusionist,11,1.000
illusions,9,0.963
illusive,8,1.000
illusory,8,0.682
illustrate,10,1.000
illustrated,11,1.000
illustrates,11,1.000
illustrating,12,1.000
illustration,12,0.964
illustrations,13,0.964
illustrative,12,0.815
illustrator,11,0.963
illustrators,12,1.000
illustrious,11,0.773
I'm,3,0.962
image,5,0.962
imagery,7,0.920
images,6,1.000
imaginary,9,0.964
imagination,11,1.000
imaginations,12,1.000
imaginative,11,0.966
imaginatively,13,0.846
imagine,7,0.926
imagined,8,1.000
imagines,8,0.963
imaging,7,0.792
imagining,9,0.963
imaginings,10,0.913
imbalance,9,1.000
imbalances,10,0.963
imbecile,8,0.826
imbecility,10,0.550
imbedded,8,1.000
imbibe,6,0.654
imbibed,7,0.652
imbued,6,0.630
imitate,7,0.963
imitated,8,0.960
imitates,8,0.960
imitating,9,1.000
imitation,9,0.920
imitations,10,0.963
imitative,9,0.789
imitators,9,0.929
immaculate,10,1.000
immanence,9,0.789
immanent,8,0.667
immaterial,10,0.920
immature,8,1.000
immaturity,10,1.000
immeasurable,12,1.000
immeasurably,12,0.875
immediacy,9,0.885
immediate,9,1.000
immediately,11,1.000
immemorial,10,0.522
immense,7,1.000
immensely,9,0.962
immensities,11,0.800
immensity,9,0.923
immerse,7,0.960
immersed,8,0.966
immersion,9,1.000
immigrant,9,1.000
immigrants,10,1.000
immigrate,9,0.963
immigration,11,1.000
imminence,9,0.846
imminent,8,1.000
immobile,8,0.964
immobility,10,0.960
immobilization,14,1.000
immobilize,10,0.963
immoderacy,10,0.739
immoderate,10,0.963
immodest,8,1.000
immodesty,9,0.846
immoral,7,1.000
immoralities,12,0.852
immorality,10,0.692
immortal,8,1.000
immortality,11,0.963
immortalize,11,1.000
immortalized,12,1.000
immovable,9,0.926
immune,6,1.000
immunity,8,1.000
immunization,12,0.926
immunize,8,0.840
immunology,10,0.846
immure,6,0.704
immutability,12,0.769
immutable,9,0.920
imp,3,0.964
impact,6,1.000
impacted,8,1.000
impacts,7,1.000
impair,6,1.000
impaired,8,1.000
impairment,10,1.000
impala,6,0.893
impale,6,0.964
impaled,7,0.963
impaling,8,0.885
impalpable,10,0.833
impart,6,0.926
impartation,11,0.769
imparted,8,0.929
impartial,9,1.000
impartiality,12,0.704
imparts,7,0.960
impassable,10,1.000
impasse,7,0.417
impassion,9,1.000
impassioned,11,1.000
impassive,9,1.000
impassively,11,1.000
impassivity,11,0.808
impatience,10,1.000
impatient,9,1.000
impatiently,11,1.000
impeach,7,1.000
impeachment,11,1.000
impeccable,10,1.000
impeccably,10,1.000
impecunious,11,0.429
impede,6,0.957
impeded,7,0.846
impediment,10,0.920
impel,5,0.926
impelled,8,0.964
impelling,9,0.966
impend,6,0.963
impending,9,1.000
impenetrable,12,0.864
imperative,10,0.923
imperceptible,13,0.818
imperceptibly,13,0.476
imperfect,9,1.000
imperfectability,16,0.800
imperfection,12,1.000
imperfections,13,1.000
imperial,8,0.931
imperialism,11,1.000
imperialist,11,0.964
imperialistic,13,1.000
imperialists,12,1.000
imperil,7,0.593
imperiled,9,0.840
imperilled,10,0.654
imperious,9,0.960
imperishable,12,1.000
impermanence,12,0.833
impermanent,11,0.850
impermeable,11,0.923
impersonal,10,1.000
impersonally,12,0.923
impersonate,11,0.958
impersonated,12,1.000
impersonates,12,1.000
impersonation,13,0.958
impersonator,12,0.885
impertinence,12,0.917
impertinent,11,1.000
imperturbable,13,0.333
impervious,10,0.889
impetuous,9,0.880
impetus,7,0.654
impiety,7,0.852
impinge,7,0.955
impingement,11,0.792
impinging,9,0.696
impious,7,0.609
impish,6,0.786
implacable,10,0.667
implant,7,1.000
implantation,12,1.000
implanted,9,1.000
implausibly,11,0.760
implement,9,0.960
implementation,14,0.963
implemented,11,0.929
implementing,12,0.929
implements,10,1.000
implicate,9,1.000
implicated,10,0.964
implication,11,0.962
implications,12,1.000
implicit,8,1.000
implicitly,10,0.889
implied,7,1.000
implies,7,1.000
implode,7,0.963
implore,7,1.000
implored,8,0.923
imploring,9,0.966
implosion,9,0.889
imply,5,1.000
implying,8,1.000
impolite,8,1.000
imponderable,12,0.926
import,6,1.000
importance,10,0.963
important,9,0.962
importantly,11,1.000
importation,11,1.000
imported,8,1.000
importer,8,1.000
imports,7,1.000
importunately,13,0.364
importune,9,0.792
impose,6,1.000
imposed,7,1.000
imposes,7,1.000
imposing,8,1.000
imposition,10,0.963
impossibility,13,1.000
impossible,10,1.000
impossibly,10,0.926
impostor,8,1.000
imposture,9,0.929
impotence,9,0.920
impotency,9,0.963
impotent,8,0.889
impound,7,1.000
impoverish,10,0.821
impoverished,12,0.962
impracticable,13,0.346
impractical,11,1.000
impracticality,14,0.741
imprecise,9,1.000
imprecisely,11,0.864
impregnable,11,0.920
impregnate,10,0.963
impresario,10,0.520
impress,7,0.963
impressed,9,0.963
impresses,9,0.964
impressing,10,1.000
impression,10,1.000
impressionable,14,0.963
impressionism,13,0.929
impressionist,13,1.000
impressionistic,15,0.880
impressionists,14,0.923
impressions,11,1.000
impressive,10,1.000
imprint,7,0.960
imprinted,9,0.960
imprison,8,0.962
imprisoned,10,0.964
imprisonment,12,1.000
imprisons,9,1.000
improbable,10,0.962
improbably,10,0.964
impromptu,9,0.963
improper,8,0.964
impropriety,11,0.630
improve,7,1.000
improved,8,1.000
improvement,11,1.000
improvements,12,0.964
improves,8,1.000
improving,9,0.963
improvisation,13,0.556
improvisations,14,0.760
improvise,9,0.923
improvised,10,0.923
improviser,10,0.846
improvises,10,0.923
improvising,11,1.000
imprudence,10,0.960
imprudent,9,0.923
impudence,9,0.739
impudent,8,0.778
impudently,10,0.917
impulse,7,1.000
impulses,8,1.000
impulsive,9,1.000
impunity,8,0.880
impure,6,1.000
impurities,10,1.000
impurity,8,1.000
imputation,10,0.964
impute,6,0.900
in,2,1.000
inability,9,1.000
inaccessible,12,1.000
inaccuracies,12,1.000
inaccuracy,10,1.000
inaccurate,10,1.000
inaction,8,1.000
inactivate,10,0.964
inactivation,12,0.963
inactive,8,1.000
inactivity,10,0.929
inadequacies,12,0.962
inadequacy,10,0.889
inadequate,10,0.963
inadequately,12,0.929
inadmissible,12,0.963
inadvertence,12,0.720
inadvertent,11,0.917
inadvisable,11,0.964
inalienable,11,0.852
inane,5,0.821
inanimate,9,0.913
inanity,7,0.478
inapplicable,12,0.920
inappropriate,13,1.000
inappropriateness,17,0.960
inapt,5,0.929
inaptitude,10,1.000
inarticulate,12,0.957
inartistic,10,0.964
inasmuch,8,0.870
inattention,11,0.963
inattentive,11,0.880
inaudible,9,0.926
inaugural,9,0.963
inaugurate,10,0.929
inaugurated,11,0.926
inaugurating,12,0.889
inauguration,12,0.962
inauspicious,12,0.731
inboard,7,1.000
inborn,6,1.000
inbound,7,0.966
inbreed,7,0.964
inbreeding,10,1.000
Inca,4,1.000
incalculable,12,0.808
incandescence,13,0.783
incandescent,12,0.889
incantation,11,0.885
incapable,9,0.964
incapacitate,12,0.792
incapacitated,13,0.913
incapacity,10,0.962
incarcerate,11,0.957
incarcerated,12,0.964
incarceration,13,0.815
incarnate,9,0.880
incarnation,11,1.000
incautious,10,0.852
incendiaries,12,0.650
incendiary,10,0.526
incense,7,1.000
incensed,8,0.923
incentive,9,1.000
incentives,10,1.000
inception,9,0.926
incertain,9,0.929
incertitude,11,0.684
incessant,9,0.926
incest,6,1.000
incestuous,10,0.857
inch,4,1.000
inched,6,0.957
inches,6,1.000
incidence,9,1.000
incident,8,0.960
incidental,10,0.929
incidentally,12,0.926
incidentals,11,1.000
incidents,9,1.000
incinerate,10,0.963
incineration,12,0.818
incinerator,11,0.960
incipience,10,0.619
incipiency,10,0.529
incipient,9,0.731
incise,6,1.000
incision,8,1.000
incisive,8,0.889
incisiveness,12,0.821
incisor,7,0.923
incite,6,1.000
incited,7,0.923
incitement,10,0.920
incitements,11,0.833
inciting,8,0.800
incivility,10,0.818
inclement,9,0.913
inclination,11,1.000
inclinations,12,0.960
incline,7,1.000
inclined,8,1.000
include,7,1.000
included,8,1.000
includes,8,1.000
including,9,1.000
inclusion,9,0.960
inclusive,9,1.000
incognito,9,0.958
incoherence,11,1.000
incoherent,10,0.962
incoherently,12,0.964
incombustible,13,0.885
income,6,1.000
incomes,7,1.000
incoming,8,1.000
incommensurate,14,0.611
incommunicable,14,0.652
incommunicative,15,0.708
incomparability,15,0.708
incomparable,12,0.923
incomparably,12,0.880
incompatibility,15,0.929
incompatible,12,0.963
incompetence,12,1.000
incompetent,11,0.963
incomplete,10,1.000
incompletely,12,1.000
incompleteness,14,0.926
incomprehensible,16,0.923
incomprehension,15,0.920
incompressible,14,0.875
inconceivable,13,1.000
inconclusive,12,0.923
incongruities,13,0.880
incongruity,11,0.840
incongruous,11,0.500
inconsequence,13,0.889
inconsequent,12,0.958
inconsequential,15,1.000
inconsiderable,14,1.000
inconsiderate,13,0.962
inconsistencies,15,0.917
inconsistency,13,0.889
inconsistent,12,1.000
inconsolable,12,0.929
inconspicuous,13,0.815
inconspicuously,15,0.957
inconstant,10,0.960
incontestable,13,0.889
incontinence,12,0.762
incontinent,11,0.750
incontrovertible,16,0.389
inconvenience,13,1.000
inconvenient,12,1.000
inconveniently,14,0.769
incorporate,11,1.000
incorporated,12,0.964
incorporates,12,0.964
incorporating,13,0.923
incorporation,13,1.000
incorrect,9,1.000
incorrigible,12,0.692
incorruptibility,16,0.962
incorruptible,13,0.960
increase,8,1.000
increased,9,1.000
increases,9,1.000
increasing,10,1.000
increasingly,12,1.000
incredible,10,1.000
incredibly,10,0.964
incredulity,11,0.423
incredulous,11,0.880
incredulously,13,0.692
increment,9,1.000
incremental,11,0.957
incriminate,11,1.000
incriminating,13,0.926
incrimination,13,0.920
incubate,8,1.000
incubated,9,0.926
incubating,10,0.957
incubation,10,1.000
incubator,9,1.000
incubus,7,0.962
incumbency,10,0.852
incumbent,9,0.815
incumbents,10,0.821
incur,5,1.000
incurable,9,1.000
incurably,9,1.000
incurious,9,0.821
incurred,8,0.857
incurring,9,0.963
incurs,6,1.000
incursion,9,0.815
indebted,8,0.885
indecency,9,0.917
indecent,8,0.875
indecipherable,14,0.826
indecision,10,1.000
indecisive,10,0.964
indecisively,12,0.929
indecisiveness,14,0.964
indecorous,10,0.500
indecorum,9,0.577
indeed,6,1.000
indefatigable,13,0.176
indefensible,12,0.963
indefinable,11,0.846
indefinite,10,0.962
